"품목별(1)",품목별(2),품목별(3),2020. 01,2020. 01,2020. 02,2020. 02,2020. 03,2020. 03,2020. 04,2020. 04,2020. 05,2020. 05,2020. 06,2020. 06,2020. 07,2020. 07,2020. 08,2020. 08,2020. 09,2020. 09,2020. 10,2020. 10,2020. 11,2020. 11,2020. 12,2020. 12,2021. 01,2021. 01,2021. 02,2021. 02,2021. 03,2021. 03,2021. 04,2021. 04,2021. 05,2021. 05,2021. 06,2021. 06,2021. 07,2021. 07,2021. 08,2021. 08,2021. 09,2021. 09,2021. 10,2021. 10,2021. 11,2021. 11
"품목별(1)",품목별(2),품목별(3),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러)
"기계 및 운수장비",도로 주행 차량,달리 명시되지 않은 도로주행차량,45834,22420,34263,8321,50602,11447,32946,20089,30175,10892,32907,5167,35702,16216,33228,22350,34048,33266,24196,26639,30434,17737,28981,48321,34876,16483,27012,28277,56288,24830,26817,35018,25373,22081,51901,25519,42258,22032,30629,28263,33050,16066,43085,9584,53595,26915
"기계 및 운수장비",도로 주행 차량,722781782 및 783항 차량의 부분품 및 부속품,1484475,350049,1533450,261913,1654355,335704,854496,343264,548236,265555,809002,299328,1257144,368518,1103877,306419,1653041,371491,1502025,386291,1577003,367879,1811931,396629,1506673,363663,1521025,332452,1849493,446453,1719438,392661,1534567,376473,1651788,400677,1693442,394116,1337460,361967,1557099,360734,1521223,355210,1572609,342413
"기계 및 운수장비",도로 주행 차량,자동이륜차 및 자전거(동력과 비동력의 것)환자운반구,5329,38476,5224,33879,4130,59099,3156,65462,2716,78056,2605,83660,6063,86575,4530,77963,6688,72400,5052,72344,5900,63995,5630,50243,7816,64074,5181,51124,7504,89965,5185,114519,6996,95695,4773,101220,5638,92143,6280,80283,4686,75474,4735,61280,4836,72801
"기계 및 운수장비",도로 주행 차량,트레일러 및 세미트레일러,18785,33407,16677,26457,23491,38276,22690,29934,17933,32836,28015,36185,27425,35060,21913,32918,18062,37745,22231,30651,24443,38108,27773,45893,25780,42760,24300,34733,31064,48141,28654,46372,27428,54768,27621,52331,34888,51144,31165,48167,32475,51860,32245,42093,30717,45380
"기계 및 운수장비",기타 수송장비,소계,3062440,385526,1628380,549344,1608391,291024,1166399,448185,1605829,263235,1408450,375119,1836585,392771,1203596,569927,1821977,933505,1607501,377950,1058987,168510,2870889,287567,3570953,269163,1509365,283007,2453999,220625,1327218,605621,1464738,280946,2032017,861165,2102441,580670,1740173,493892,1173486,302066,1661857,276010,3674778,667334
"기계 및 운수장비",기타 수송장비,철도차량 및 관련장비,23248,40906,57181,10371,25399,12111,24454,27074,24187,11430,42275,16518,64407,13017,47733,12051,71828,18118,121418,17299,44222,16506,42080,15351,37089,22439,28598,18676,97788,20168,124389,24598,97616,30653,88018,22475,130840,27704,89365,26312,126495,16953,107218,36904,116269,12875
"기계 및 운수장비",기타 수송장비,항공기 및 관련장비 우주선,287200,94152,222713,351345,233812,63216,172230,179105,76818,70222,66441,101484,84696,123044,53188,466612,80289,522055,95769,84185,62957,61284,128968,74222,101817,52446,63472,55605,73591,71394,77882,472064,74684,68774,78477,483216,94545,79809,71717,77132,96787,67237,99857,88401,108287,548038
"기계 및 운수장비",기타 수송장비,선박보트 및 부유구조물,2751992,250468,1348486,187628,1349180,215697,969714,242005,1504823,181583,1299733,257116,1687482,256711,1102675,91264,1669859,393332,1390314,276466,951809,90720,2699842,197995,3432048,194279,1417295,208726,2282620,129063,1124947,108959,1292438,181519,1865521,355475,1877055,473157,1579092,390447,950203,217876,1454783,150705,3450222,106421
"기타 제조제품",소계,소계,3049031,4218790,3141038,3412999,3545743,4170659,3018343,3880830,3057180,3574563,3430766,4180077,3635824,4321218,3540666,4322635,3949959,4617518,3453217,4584987,3726828,4295636,3945147,4844140,3467635,4744657,3330809,4590780,4094829,5283594,3716581,4900532,3654255,4571337,4092195,4824145,4033932,4920691,4127518,4973514,4655231,5025321,4078739,5094264,4478052,5314339
"기타 제조제품",조립식건축물 달리 명시되지 않은 위생연관 및 부착물,소계,39613,89166,37804,31288,47177,56651,61275,76023,51995,77626,51734,82666,69059,73189,51978,64134,69395,67658,45284,73181,50849,85208,47961,93577,36148,87455,32726,75196,55393,62578,48650,85078,45363,89430,50859,91035,51848,93263,48100,85910,54946,83001,48212,84598,41485,105846
"기타 제조제품",조립식건축물 달리 명시되지 않은 위생연관 및 부착물,조립식건축물,5883,6217,8977,1081,9845,4279,16900,5002,14406,1542,15792,2910,25342,1315,15667,746,21938,766,11482,924,13087,3698,9545,4582,4565,1676,4557,1462,15918,1289,8013,1681,6609,3454,5688,1751,3891,1488,6903,1338,5337,1411,7266,1698,3698,2112
"기타 제조제품",조립식건축물 달리 명시되지 않은 위생연관 및 부착물,달리 명시되지 않은 위생연관난방 조명장치 및 부착물,9759,16406,8579,7298,14432,10041,19883,13061,15938,14563,13510,19572,20028,15960,17108,15113,22353,15839,14261,17298,16709,19184,14748,18978,10694,16159,11616,13161,19463,13485,18705,17628,20328,20270,25854,20123,26617,22901,23527,20422,23819,19237,22186,20260,17900,25585
"기타 제조제품",조립식건축물 달리 명시되지 않은 위생연관 및 부착물,달리 명시하지 않은 조명시설 및 조명기구,23972,66543,20248,22909,22901,42330,24492,57960,21650,61522,22431,60184,23688,55914,19203,48275,25104,51053,19541,54959,21053,62327,23668,70016,20889,69620,16552,60573,20012,47804,21931,65769,18426,65706,19316,69161,21340,68874,17669,64150,25790,62353,18760,62639,19887,78148
"기타 제조제품",가구 및 부분품;침대에트리스쿠션,소계,85730,257757,81497,153053,90397,202617,63486,255482,54164,246849,64925,269852,80793,267063,69478,245686,97141,275890,88139,275320,89648,272365,111543,300043,90422,281398,89315,257286,95184,265022,95468,302883,82180,305915,84789,297336,95289,282082,81251,285634,89380,278214,92381,267138,97262,289911
"기타 제조제품",가구 및 부분품;침대에트리스쿠션,가구 및 그 부분품,85730,257757,81497,153053,90397,202617,63486,255482,54164,246849,64925,269852,80793,267063,69478,245686,97141,275890,88139,275320,89648,272365,111543,300043,90422,281398,89315,257286,95184,265022,95468,302883,82180,305915,84789,297336,95289,282082,81251,285634,89380,278214,92381,267138,97262,289911
"기타 제조제품",여행용핸드백 및 유사용기,소계,29925,266566,28155,204756,21865,208054,10948,180845,16733,208285,23113,247933,25834,285304,19203,255208,23634,244969,28462,273901,33935,293065,29912,283222,28985,265759,18311,264930,26259,324779,25884,308689,22627,316867,26901,314505,31165,299842,33609,286011,31695,268088,39560,292074,27589,335915
"기타 제조제품",여행용핸드백 및 유사용기,트렁크슈트케이스화장품케이스등,29925,266566,28155,204756,21865,208054,10948,180845,16733,208285,23113,247933,25834,285304,19203,255208,23634,244969,28462,273901,33935,293065,29912,283222,28985,265759,18311,264930,26259,324779,25884,308689,22627,316867,26901,314505,31165,299842,33609,286011,31695,268088,39560,292074,27589,335915
"기타 제조제품",의복제품 및 의복부속품,소계,127819,931657,147196,605694,138308,839273,151108,664869,153384,514412,162432,624153,178363,847353,130269,1031099,165236,1162104,163354,1023023,198977,724517,203174,764425,152869,838333,128184,804997,174176,965980,184309,889420,182844,687871,185299,723181,186919,881384,166239,1086940,189811,1253791,210269,1234182,223571,1128810
"기타 제조제품",의복제품 및 의복부속품,남자 또는 소년용의 코트.자켓,5622,179080,6725,129140,4880,156932,4113,109274,3794,71369,6465,107882,7606,168691,5995,217384,7717,255925,9276,214890,11452,112460,15981,123857,9294,147664,6879,154534,9355,170181,6267,134400,7140,88188,7195,98793,6885,157530,8809,216203,12041,255015,15448,269546,12630,219918
"기타 제조제품",의복제품 및 의복부속품,여자용 코트.자켓.슈트.브레이저,16671,206260,20508,117612,19480,179387,16359,177327,15506,132012,19757,150837,17815,191457,21002,249405,25440,309518,25788,288327,27360,175601,28900,178780,26339,174185,21328,151150,29306,218513,26809,221645,24677,169338,23694,167569,24772,196631,27321,254160,36092,318907,30093,330767,32375,291026
"기타 제조제품",의복제품 및 의복부속품,남자 또는 소년용의 코트 및 이와 유사한 의류,7753,60998,8607,41455,8475,66183,9005,43278,9216,35434,10583,37094,12080,58141,7059,58579,8011,56904,9753,46982,12626,33716,15692,46826,12114,53240,8293,52713,12411,63050,12743,56320,12970,35704,10646,41083,11585,48042,7770,54592,10567,63101,10664,63223,11152,65771
"기타 제조제품",의복제품 및 의복부속품,여자 또는 소녀용의 코트케이프자켓슈트 브레이저,6475,63596,8198,34411,8640,57813,7813,46408,4335,38180,5563,43194,7019,55050,7151,68734,8388,75823,7792,65701,8243,53583,8645,57546,9077,60142,7898,53122,10662,63582,10384,65791,7654,50898,8211,49553,7661,56345,9029,67614,10338,83321,10179,79651,10697,73400
"기타 제조제품",의복제품 및 의복부속품,달리 명시되지 않은 직물제의 의복제품,30056,333376,45315,226999,36495,300243,48257,219800,47548,166012,35889,202222,49821,283142,30338,342938,39058,359049,40911,298300,52001,236707,45794,244443,39430,303191,31476,303859,44574,343277,40927,298336,36717,232013,36534,249984,38988,303974,41918,370088,51645,406965,49061,364957,51063,337126
"기타 제조제품",의복제품 및 의복부속품,직물제의 의복 악세사리(어린이용 제외),49354,35960,40454,21026,47550,29904,53797,26384,60129,24634,64282,29717,63565,29421,41549,33580,55599,42857,51192,47264,66382,49580,64533,51631,41432,40835,37576,31654,47891,36979,69426,38093,72136,33496,78551,35289,71688,37415,47826,47577,50383,50747,71475,55330,81983,61177
"기타 제조제품",의복제품 및 의복부속품,의류와 의류부속품(직물제 제외),11889,52388,17390,35051,12788,48811,11764,42398,12856,46769,19894,53208,20457,61451,17174,60480,21023,62027,18642,61559,20913,62870,23631,61341,15182,59077,14734,57965,19976,70399,17753,74836,21549,78233,20467,80911,25341,81447,23566,76706,18744,75736,23348,70709,23671,80392
"기타 제조제품",신발,소계,32019,323105,33008,222600,34294,287192,29599,254343,25800,229540,45101,275105,30869,243697,33864,226052,37805,257092,31292,239040,35601,234581,39412,284580,38287,266534,26195,324617,37851,319889,37228,315392,37452,287102,34105,294697,40280,276026,28256,248865,37629,239617,35451,242953,40932,284635
"기타 제조제품",신발,신발,32019,323105,33008,222600,34294,287192,29599,254343,25800,229540,45101,275105,30869,243697,33864,226052,37805,257092,31292,239040,35601,234581,39412,284580,38287,266534,26195,324617,37851,319889,37228,315392,37452,287102,34105,294697,40280,276026,28256,248865,37629,239617,35451,242953,40932,284635
"기타 제조제품",달리 명시되지 않은 전문과학통제기구 및 장치,소계,993764,1038816,963395,1064398,1163670,1282700,942060,1170513,911304,1003747,1011904,1304889,1112951,1342255,1135650,1158554,1314254,1214480,1227014,1287695,1334740,1174692,1408369,1495360,1229621,1537586,1123794,1378458,1271655,1665293,1196134,1367174,1122128,1366480,1188270,1440880,1149251,1375129,1208377,1275651,1306672,1207424,1273039,1306605,1294399,1437583
"기타 제조제품",달리 명시되지 않은 전문과학통제기구 및 장치,달리 명시되지 않은 광학기구 및 장치,478849,137711,452850,130697,570435,185541,437376,156947,416221,140442,454325,179110,508598,181039,570318,104335,701249,125663,631781,141014,687867,136991,697719,200097,641084,197997,544547,176578,535868,197091,462144,157370,473242,171739,463609,181181,522455,154922,662872,133990,721660,138088,664824,159619,667352,165782
"기타 제조제품",달리 명시되지 않은 전문과학통제기구 및 장치,달리 명시되지 않은 의료용외과용치과용이나 수의용의 기기,76282,208535,88251,168836,97103,216592,64458,198436,60081,194465,92108,223894,97531,212085,82771,206556,105834,221429,102194,217294,111726,203871,128640,237462,104045,210233,99273,203996,128370,249487,139171,249543,127878,236965,139039,241344,137525,252546,126602,232664,134248,219768,137641,223825,140568,234179
"기타 제조제품",달리 명시되지 않은 전문과학통제기구 및 장치,달리 명시되지 않은 계기,7972,11180,11738,8376,8195,14315,9079,10836,7395,8361,6337,7433,12668,11589,11381,12413,13201,14419,18697,13290,16695,12734,17792,15227,8870,13192,8279,10246,14295,16078,8541,14949,10552,17460,9785,15001,11608,16647,10487,14592,11123,15066,12466,15402,12541,13450
"기타 제조제품",달리 명시되지 않은 전문과학통제기구 및 장치,달리 명시되지 않은 측정검사분석 통제기구 및 장치,430661,681390,410556,756489,487936,866253,431147,804292,427608,660481,459133,894452,494153,937543,471179,835250,493969,852968,474343,916096,518452,821096,564217,1042574,475622,1116164,471695,987638,593122,1202636,586278,945312,510456,940316,575837,1003354,477662,951013,408417,894405,439640,834503,458108,907758,473938,1024172
"기타 제조제품",달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계,소계,433240,409988,419283,386710,515643,430298,395794,381043,386614,309533,478955,367894,514976,381348,490301,390603,512957,431618,473030,427378,469102,497953,522097,483404,501666,454757,490245,438602,590459,515813,524283,449254,518866,403673,548393,447945,559549,477380,536580,493670,529911,501052,518254,508246,548776,532605
"기타 제조제품",달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계,달리 명시되지 않은 사진장치 및 장비,5580,11015,2235,12441,13021,14384,1307,17761,2833,14566,3108,11613,5570,10786,6335,11037,3688,6945,8068,7576,4447,14214,3103,20091,9006,11505,2100,7381,4265,10777,3510,14696,4146,9872,5339,15318,5023,11952,9070,26487,4633,10449,3033,11627,6689,9435
"기타 제조제품",달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계,사진 및 영화비품,81790,76662,84547,81209,99482,93288,81553,95056,75343,75118,82920,94943,86026,90988,77893,77937,84313,82010,90382,80252,88052,85759,96369,99464,95252,84961,97200,87778,104961,109359,98788,95873,96634,87236,101123,94084,114100,100778,109455,97969,106498,104513,105647,107390,110953,104591
"기타 제조제품",달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계,영화필름,-,0,-,0,-,1,-,-,-,-,-,0,-,-,0,0,-,0,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,1,-,-,-,0,-,-,-,1,-,1
"기타 제조제품",달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계,달리 명시되지 않은 광학용품,340529,239133,324463,214385,399709,259836,309949,213412,296972,180375,385832,196488,418646,216928,397381,225847,419612,272734,367122,264439,368110,317520,417372,267687,392060,297030,385423,260260,436364,296825,412754,254038,410521,222464,435548,240316,430705,258929,400995,288377,409955,285847,403388,308065,422066,321875
"기타 제조제품",달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계,휴대용시계 및 큰시계,5341,83178,8038,78674,3431,62790,2986,54814,11466,39474,7094,64850,4735,62646,8693,75781,5343,69929,7459,75111,8494,80460,5253,96161,5348,61261,5522,83182,44869,98852,9232,84647,7566,84102,6382,98227,9721,105720,17060,80839,8826,100243,6187,81163,9067,96703
"기타 제조제품",달리 분류되지 않은 잡제품,소계,1306920,901734,1430700,744501,1534389,863873,1364071,897712,1457186,984570,1592603,1007585,1622978,881010,1609922,951300,1729537,963707,1396642,985449,1513976,1013254,1582679,1139529,1389636,1012836,1422039,1046695,1843852,1164241,1604624,1182642,1642796,1113998,1973578,1214565,1919631,1235586,2025105,1210833,2415187,1194133,1861573,1158469,2204040,1199034
"기타 제조제품",달리 분류되지 않은 잡제품,무기 및 실탄,98821,33349,40815,49528,32264,48934,72855,12081,78202,147285,88122,75620,177225,13074,92930,16355,118266,84392,91205,50475,54678,13126,97958,59183,106661,10449,45904,12511,75766,30905,148883,19608,34190,17865,127401,38921,54766,10127,34405,14735,147957,11596,79788,66266,105656,8986
"기타 제조제품",달리 분류되지 않은 잡제품,인쇄물,16880,26192,17618,22084,21071,21542,18690,18515,17295,18310,24872,19987,29072,23165,18047,25307,24966,21952,26837,21778,132719,27957,50899,27461,20715,27384,27537,23618,127705,29985,31935,28982,34462,28821,40516,29205,36887,34713,29143,28109,30042,24578,31254,23590,32830,32099
"기타 제조제품",달리 분류되지 않은 잡제품,달리 명시되지않은 플라스틱제의 물품,299508,207996,311423,147258,351476,227566,306386,226775,254147,212082,287521,229925,335085,231433,285845,212832,360356,227965,334121,236844,353255,254219,384294,267545,343327,267353,323793,244070,395462,279334,361787,289094,346275,265765,384071,272786,388570,273991,346154,277575,364557,283623,367286,264149,378569,287247
"기타 제조제품",달리 분류되지 않은 잡제품,유모차장난감게임 및 운동용품,30433,185960,31236,123135,33837,175371,25572,216161,21922,178345,25342,225010,32170,195798,26068,188165,33531,213609,35879,242063,35091,231282,44833,258814,31971,222291,33347,224219,39828,274800,39192,282192,39659,235215,42814,250482,40344,244307,38038,235704,44932,249708,44320,252467,49615,281827
"기타 제조제품",달리 분류되지 않은 잡제품,달리 명시되지 않은 사무 및 문구용품,20669,22797,19359,17250,22213,21879,18889,21087,16243,19296,18206,18525,17336,18716,15513,17681,18578,18183,18504,16829,18037,21176,19797,24624,21333,23840,17832,21150,20066,25113,20993,23270,18399,24104,20355,24156,21654,21157,18385,21665,20653,20370,18678,22636,18824,22904
"기타 제조제품",달리 분류되지 않은 잡제품,예술품 수집가의 수집물 및 골동품,3058,17988,2646,28252,3664,18435,3453,4749,2838,10601,28305,18596,3118,27157,2386,28744,9001,28585,3941,20295,8009,59802,7229,28009,12533,32384,4316,77124,12363,30132,23445,45203,5965,71124,6569,62688,15754,84572,6424,48617,57838,44458,6845,45194,5443,60115
"기타 제조제품",달리 분류되지 않은 잡제품,신변장식용품.금세공품과 은세공품 및 기타의 귀석제품,35457,63660,26981,59321,22775,58063,21593,53349,17260,43474,22664,55886,29755,55875,46945,84367,70959,52155,55587,64048,66282,70247,28437,74917,31107,71448,55735,91829,41399,103627,46344,93620,33749,95812,45253,101120,39495,101897,48114,118475,54188,133054,39330,98761,61223,94877
"기타 제조제품",달리 분류되지 않은 잡제품,악기 및 그 부분품과 부속품 ; 레코드테이프,732910,199547,910392,200385,969876,166351,851786,204191,988152,231438,1016904,234523,930490,187788,1063090,226562,1008668,196960,747948,208641,754868,195721,846411,249339,751017,219702,839176,212857,1033251,233583,841432,241143,1042904,214872,1198896,271908,1224977,296475,1422703,308600,1603488,289806,1182013,244479,1445876,243793
"기타 제조제품",달리 분류되지 않은 잡제품,달리 명시되지 않은 잡제품,69185,144245,70230,97287,77212,125733,44848,140806,61127,123739,80668,129511,68728,128006,59098,151286,85212,119905,82621,124476,91037,139724,102821,149637,70971,137986,74398,139317,98012,156763,90614,159531,87194,160421,107703,163299,97185,168346,81738,157352,91531,136940,92060,140925,106004,167186
"달리 분류되지 않은 상품 및 취급물",소계,소계,127336,79016,305519,75322,217008,79263,247524,52294,226176,48468,106494,61437,52383,101565,136031,121407,174454,87302,90283,102520,118584,93321,82183,139091,62534,215419,51807,221678,48258,336463,43249,323444,87000,226605,92222,189613,51338,198688,97815,162859,92645,96878,72121,199683,67776,172403
"달리 분류되지 않은 상품 및 취급물",종류에 따라 분류할 수 없는 특수 취급물,소계,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,1,-,-,-,0,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
"달리 분류되지 않은 상품 및 취급물",종류에 따라 분류할 수 없는 특수 취급물,종류에 따라 분류할 수 없는 특수 취급물,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,1,-,-,-,0,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
"달리 분류되지 않은 상품 및 취급물",주화(금화 및 법화 제외),소계,167,62,12,78,6,59,17,121,6,71,8,119,4,57,4,48,20,73,20,145,2,95,4,75,1,106,2,52,9,64,6,72,18,52,8,57,4,116,9,99,11,49,7,43,6,68
"달리 분류되지 않은 상품 및 취급물",주화(금화 및 법화 제외),주화(금화 및 법화제외),167,62,12,78,6,59,17,121,6,71,8,119,4,57,4,48,20,73,20,145,2,95,4,75,1,106,2,52,9,64,6,72,18,52,8,57,4,116,9,99,11,49,7,43,6,68
"달리 분류되지 않은 상품 및 취급물",금(금광 및 그정광 제외),소계,117818,76520,295120,73641,211850,75669,241256,49506,222597,42310,92777,56913,42927,96692,127020,114849,164306,83717,79235,99549,94298,91085,78375,137552,58186,212797,45615,220052,43149,334684,39882,319946,78856,224678,82434,187929,46488,197121,94077,161480,88904,95523,68191,198359,62328,170780
"달리 분류되지 않은 상품 및 취급물",금(금광 및 그정광 제외),금(금광 및 그정광제외) ; 화폐용이 아닌것,117818,76520,295120,73641,211850,75669,241256,49506,222597,42310,92777,56913,42927,96692,127020,114849,164306,83717,79235,99549,94298,91085,78375,137552,58186,212797,45615,220052,43149,334684,39882,319946,78856,224678,82434,187929,46488,197121,94077,161480,88904,95523,68191,198359,62328,170780
"달리 분류되지 않은 상품 및 취급물",달리 분류되지 않은 상품및 취급물,소계,9351,2434,10387,1602,5151,3535,6252,2667,3573,6088,13710,4405,9452,4816,9007,6510,10128,3512,11028,2826,24284,2140,3803,1451,4347,2515,6190,1574,5100,1714,3361,3427,8126,1874,9779,1627,4845,1449,3729,1280,3731,1306,3923,1281,5441,1556
"달리 분류되지 않은 상품 및 취급물",달리 분류되지 않은 상품및 취급물,분류불능의 소액물품,3223,2434,6147,1602,1141,3535,4504,2667,2360,6088,11463,4405,6308,4816,6028,6510,7434,3512,8682,2826,21418,2140,43,1451,964,2515,2806,1574,930,1714,115,3427,5715,1874,6180,1627,890,1449,563,1280,1531,1306,1281,1281,2633,1556
"달리 분류되지 않은 상품 및 취급물",달리 분류되지 않은 상품및 취급물,화폐용의금금화및경화,6128,-,4240,-,4011,-,1749,-,1212,-,2246,-,3144,-,2979,-,2694,-,2346,-,2867,-,3760,-,3383,-,3385,-,4170,-,3247,-,2411,-,3599,-,3955,-,3167,-,2199,-,2642,-,2809,-
